image_path,class
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a5d4fc36-3c39-4752-bc20-f9f0701b5bb6___YLCV_NREC 2814.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\68e18442-2f1d-458d-b1ef-865c7390622c___RS_HL 9919.JPG,Tomato___healthy
Tomato___Target_Spot\9f277b20-0004-4d23-9106-aeaf21e0c3ad___Com.G_TgS_FL 9671.JPG,Tomato___Target_Spot
Corn_(maize)___healthy\13a3d820-0844-401b-87cf-9350ba351ac5___R.S_HL 7945 copy.jpg,Corn_(maize)___healthy
Tomato___Septoria_leaf_spot\6c4377ee-cf37-4ca9-a377-4e4cf7a221da___Matt.S_CG 7412.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\9eeb9c15-3fc4-4340-8d7e-cc619b1a7a6e___UF.GRC_YLCV_Lab 01499.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b4f373e4-be55-45a9-8aa3-da91a154b8c5___UF.GRC_YLCV_Lab 02718.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\164f3afb-743c-425f-b263-fa99524b3c6b___UF.GRC_YLCV_Lab 02754.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\dfdad328-4a07-43ce-afc4-4d1dd069f52b___Crnl_L.Mold 8791.JPG,Tomato___Leaf_Mold
Tomato___Septoria_leaf_spot\bb6b5c50-b6f2-47f4-befb-9c2f31a4f164___Matt.S_CG 7483.JPG,Tomato___Septoria_leaf_spot
Tomato___Bacterial_spot\c61c9a75-61bb-4f14-b5a5-501c6ca5bccc___GCREC_Bact.Sp 3795.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\26cabbbf-57e1-42a5-9fdc-e819b4b02d39___GCREC_Bact.Sp 3437.JPG,Tomato___Bacterial_spot
Corn_(maize)___healthy\59bc56e1-31cb-410e-a8bb-4afafb0fac7d___R.S_HL 0599 copy 2.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f6fdad24-2a3c-4d68-9c8a-b7a27004e0d3___YLCV_GCREC 2093.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Common_rust_\RS_Rust 2423.JPG,Corn_(maize)___Common_rust_
Tomato___Target_Spot\ea2f32ba-1bc3-4f8b-abbf-64902bce680d___Com.G_TgS_FL 0823.JPG,Tomato___Target_Spot
Tomato___Septoria_leaf_spot\cb1f11d6-497a-4b36-a6c0-0ef5e7362e05___Matt.S_CG 6481.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7dea7207-b67a-40ee-b79c-428a5c038e86___UF.GRC_YLCV_Lab 02340.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Apple_scab\48dcb319-8b65-4bac-bba4-aa8ffa8abdd0___FREC_Scab 3519.JPG,Apple___Apple_scab
Tomato___Bacterial_spot\8c9604f7-33d8-4212-8c28-43508c7a3c08___GCREC_Bact.Sp 3716.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13.jpg,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\87e2c18a-a5cd-41f6-8b43-ca1be81612dd___YLCV_GCREC 2777.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0e2b6085-96c0-427c-801d-324eaef8b315___UF.GRC_YLCV_Lab 02848.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d877ae9e-09f0-4612-9668-adcfdf6d756c___UF.GRC_YLCV_Lab 02803.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\86f5ea7a-75c7-4732-a71a-c7bc0717f847___Matt.S_CG 7604.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Northern_Leaf_Blight\ed966f7f-71e9-4dc2-9689-32654a609956___RS_NLB 4046 copy.jpg,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f553bfab-4666-4e9d-a0fc-311e034a3e10___YLCV_NREC 2715.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\6bb48ab5-6f0d-4bd8-a3c0-bf2b6d5ed936___RS_Early.B 7281.JPG,Potato___Early_blight
Tomato___Septoria_leaf_spot\39bc5eeb-9d3c-4b0b-8602-3e6c01ae9bd4___Matt.S_CG 0741.JPG,Tomato___Septoria_leaf_spot
Tomato___healthy\9630e186-4b6c-492b-b450-a30bd7fd7fcb___GH_HL Leaf 322.1.JPG,Tomato___healthy
Tomato___healthy\062c4b5a-59d7-4bc8-a1d0-abdeb6fc9c0e___RS_HL 0295.JPG,Tomato___healthy
Apple___healthy\2345cf40-76a9-4bb3-9e7c-8d185dd41905___RS_HL 8123.JPG,Apple___healthy
Tomato___Late_blight\45472e0c-7abb-48eb-aab6-8a1b612839eb___GHLB2 Leaf 8962.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7bc2321e-e0e8-4eb0-ad9b-3bfee62d3c7d___YLCV_GCREC 2638.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\f517602e-150c-45bc-9f16-cdd43b6198cf___Com.G_TgS_FL 0742.JPG,Tomato___Target_Spot
Apple___Apple_scab\c3cb1c6c-30f6-4fda-9887-eaeb7e071ca9___FREC_Scab 2913.JPG,Apple___Apple_scab
Tomato___Spider_mites Two-spotted_spider_mite\7f2fae79-4301-4354-89b6-4102b5b84312___Com.G_SpM_FL 9315.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Late_blight\e93721af-a478-4021-8d9a-bffdc1ba7c45___RS_Late.B 5050.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\79586add-4eda-40ea-b500-c81030daa0d1___YLCV_GCREC 5123.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\4541dd58-9728-4492-8729-f4f174d774ac___Crnl_L.Mold 8992.JPG,Tomato___Leaf_Mold
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\295e2145-800f-4c3c-9728-e45b1cd8e113___RS_GLSp 4316.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Apple___healthy\42f558a0-c252-4949-ba12-232731aa9a6b___RS_HL 7543.JPG,Apple___healthy
Tomato___Leaf_Mold\f8e698ff-5f4d-4735-ae53-1daf38c49d46___Crnl_L.Mold 6536.JPG,Tomato___Leaf_Mold
Apple___Cedar_apple_rust\4e6676b6-154c-4f7d-a355-bcc00a397c3d___FREC_C.Rust 9853.JPG,Apple___Cedar_apple_rust
Corn_(maize)___Northern_Leaf_Blight\8d85e89c-69a7-472a-8a60-9cea0c6e13e8___RS_NLB 3611.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Late_blight\4378c0ca-ff9f-48f4-8311-e716e89b1a99___RS_Late.B 5087.JPG,Tomato___Late_blight
Apple___Cedar_apple_rust\dee4cbf1-9bdd-451a-b1bb-21756fd981e9___FREC_C.Rust 3727.JPG,Apple___Cedar_apple_rust
Tomato___Bacterial_spot\12eda6e1-d42f-4e52-b04f-ff4f4d932783___GCREC_Bact.Sp 6275.JPG,Tomato___Bacterial_spot
Apple___healthy\801feab6-e225-4ce5-8bf0-6fb44a767045___RS_HL 7723.JPG,Apple___healthy
Apple___healthy\1db9945a-de31-4e5f-9f95-2888c6330057___RS_HL 7901.JPG,Apple___healthy
Tomato___Septoria_leaf_spot\26696658-5564-47e2-9b51-c43cd872343a___Matt.S_CG 7765.JPG,Tomato___Septoria_leaf_spot
Tomato___Leaf_Mold\9829462d-ce9d-4f1e-a44c-bb586a4a5f83___Crnl_L.Mold 6948.JPG,Tomato___Leaf_Mold
Tomato___Late_blight\ed70dd6e-db68-4cf5-95b6-e25c67be113f___RS_Late.B 4966.JPG,Tomato___Late_blight
Potato___Early_blight\ed64bc0c-d2e5-44fd-a21a-f4d6b4f2f219___RS_Early.B 7366.JPG,Potato___Early_blight
Potato___Late_blight\f2bfd338-f718-4794-a115-3337a0669988___RS_LB 2944.JPG,Potato___Late_blight
Tomato___Leaf_Mold\75b10923-dfb7-4b29-b12f-7e76fc069f51___Crnl_L.Mold 6674.JPG,Tomato___Leaf_Mold
Corn_(maize)___healthy\66f145a0-f412-48e1-b597-1ce50255116b___R.S_HL 7923 copy 3.jpg,Corn_(maize)___healthy
Potato___Early_blight\993bc916-4517-45cf-a5bd-90ee95dd35fd___RS_Early.B 8452.JPG,Potato___Early_blight
Tomato___Target_Spot\b3855666-8e30-46e7-bcd0-559ac8450983___Com.G_TgS_FL 7953.JPG,Tomato___Target_Spot
Tomato___Leaf_Mold\9afdf72c-5e19-40bd-8035-daf70f1cf8ce___Crnl_L.Mold 6617.JPG,Tomato___Leaf_Mold
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\7a4c407a-5c68-4738-b084-f859cc0b980c___RS_GLSp 4586.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Corn_(maize)___Northern_Leaf_Blight\31a49b40-0f0a-496d-a3bc-cf566bbbe845___RS_NLB 3568.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___healthy\2bc7f6c3-7765-4ab0-926b-57fc918bfbf0___GH_HL Leaf 305.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b31c5bf6-8fbe-4346-a2d4-c4eb1c3a2435___YLCV_NREC 2320.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Common_rust_\RS_Rust 2646.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\2669130b-d44c-4ed6-bd47-2e0deb8e5b34___UF.GRC_YLCV_Lab 03299.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Apple_scab\fdc58f83-8a94-4f0c-aefe-c6f2b5028682___FREC_Scab 3014.JPG,Apple___Apple_scab
Tomato___Late_blight\7e322351-379f-4b07-8001-01baf6bf589c___RS_Late.B 7038.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f10aa6d0-2887-4980-848a-e0d88eff9011___UF.GRC_YLCV_Lab 02186.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\5521170e-a89f-4bb5-aa54-224a9d278d36___Keller.St_CG 1913.JPG,Tomato___Septoria_leaf_spot
Potato___Late_blight\e4735c8f-e6da-46a1-b0fe-b1d2355a1bd4___RS_LB 2796.JPG,Potato___Late_blight
Apple___Cedar_apple_rust\3e123b1b-a57d-4689-8211-e270c19fd4a9___FREC_C.Rust 9962.JPG,Apple___Cedar_apple_rust
Apple___Black_rot\a55923f0-3b82-40ee-8211-720503bc00af___JR_FrgE.S 2808.JPG,Apple___Black_rot
Tomato___healthy\4ff86e18-434e-4d1d-819c-c40c908e064a___RS_HL 0273.JPG,Tomato___healthy
Tomato___Target_Spot\ba7494ac-d7ea-4068-84b5-33d975afc328___Com.G_TgS_FL 8321.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\00c16232-5beb-41a1-9a05-b18a02f10ca1___YLCV_NREC 2536.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\8e4b14b2-2601-4ffc-805c-a68b200e80ec___RS_HL 8069.JPG,Apple___healthy
Potato___Early_blight\b475147c-92bc-419a-b2c3-7d5aabbb79ec___RS_Early.B 7379.JPG,Potato___Early_blight
Tomato___Bacterial_spot\f510ac20-c0b4-4369-995a-08388b9103cc___GCREC_Bact.Sp 6074.JPG,Tomato___Bacterial_spot
Tomato___Spider_mites Two-spotted_spider_mite\934e48b3-6e8a-490c-86f0-bf0200668d88___Com.G_SpM_FL 8991.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e678d581-9909-40ab-b344-bca3f9e95e0d___UF.GRC_YLCV_Lab 03097.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\f8e2f06c-ffc4-426b-a7ad-300f6472fdcc___RS_Late.B 5238.JPG,Tomato___Late_blight
Tomato___Target_Spot\e4d49981-3d94-4a22-bba7-2be41b0fc65f___Com.G_TgS_FL 9880.JPG,Tomato___Target_Spot
Apple___healthy\3c739f46-0ab2-4441-8fa9-cbc16d7609cb___RS_HL 7385.JPG,Apple___healthy
Tomato___Late_blight\1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\d2cbc8f4-b632-47de-bc45-edeb4f0911f1___GCREC_Bact.Sp 5994.JPG,Tomato___Bacterial_spot
Apple___Black_rot\fa8eff59-b9f9-45d9-a8f4-eca6fa5a8896___JR_FrgE.S 8647.JPG,Apple___Black_rot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5779e4af-7f3c-4f03-9cf2-bc2f77ae6d25___UF.GRC_YLCV_Lab 08547.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\7a5fe2a0-ac85-4a37-b0f6-8cfc8fb21c9c___RS_HL 9865.JPG,Tomato___healthy
Apple___healthy\8c43ceb4-000b-441b-887f-ef495da381e2___RS_HL 7864.JPG,Apple___healthy
Tomato___Late_blight\7e10e4ed-19e9-4e89-a936-4b2bb30d4e90___GHLB_PS Leaf 1 Day 13.jpg,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\35b7ed1e-b057-4e10-bb93-bdf41cacf5d9___UF.GRC_YLCV_Lab 02546.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\81fef07c-7c55-4d6c-a933-d9ae0134d156___Matt.S_CG 6796.JPG,Tomato___Septoria_leaf_spot
Tomato___Spider_mites Two-spotted_spider_mite\71048e39-6d6e-4381-9113-f2b4bd71ab93___Com.G_SpM_FL 8749.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f41851ed-6a9b-432f-8974-8a1f1f1a9b33___UF.GRC_YLCV_Lab 03263.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Early_blight\16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.JPG,Tomato___Early_blight
Corn_(maize)___Common_rust_\RS_Rust 2407.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e4a94566-9606-4177-86dd-fd9d48c7e475___YLCV_NREC 0229.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\757868c3-554d-4d29-bec3-fee3d8200c38___GHLB2 Leaf 9080.JPG,Tomato___Late_blight
Tomato___Septoria_leaf_spot\be2adeb7-79fb-47f0-8c49-01000fd3a450___Matt.S_CG 0680.JPG,Tomato___Septoria_leaf_spot
Apple___healthy\c8fe407d-1806-41a1-9fee-0c7d2c538fba___RS_HL 6166.JPG,Apple___healthy
Tomato___Septoria_leaf_spot\00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___healthy\b6b9231f-639a-49d3-b8ae-0cde9047a17f___R.S_HL 8311 copy.jpg,Corn_(maize)___healthy
Tomato___Bacterial_spot\c9270cd9-e0ec-4aee-9411-a7977c2b9af8___GCREC_Bact.Sp 3706.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8cde28ca-3f7c-4641-81a7-0d5f0e7fabc7___UF.GRC_YLCV_Lab 02887.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\6bb72ae0-dc39-4098-bc4e-e09044990c5c___RS_Late.B 4868.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\9e7bc9ef-bc9d-4519-a2ab-b7ae47d0d222___YLCV_NREC 2868.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\26a758e3-7804-4240-b1da-b6b6691355ca___RS_Late.B 4951.JPG,Tomato___Late_blight
Corn_(maize)___Common_rust_\RS_Rust 1612.JPG,Corn_(maize)___Common_rust_
Tomato___Leaf_Mold\35343df4-2017-47f9-a5ef-d08bd52dfd7c___Crnl_L.Mold 8827.JPG,Tomato___Leaf_Mold
Tomato___Spider_mites Two-spotted_spider_mite\00bc7858-1dca-4bfb-a828-225f03bd72a5___Com.G_SpM_FL 9455.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Early_blight\618b7af9-69ff-4a97-a738-984fec04f25b___RS_Erly.B 7527.JPG,Tomato___Early_blight
Tomato___Late_blight\1f8743b6-f385-4464-9e41-48bd9fe85637___GHLB2 Leaf 8914.JPG,Tomato___Late_blight
Corn_(maize)___healthy\3b1e3c0f-e493-4d5f-866b-c2274d307471___R.S_HL 0608.JPG,Corn_(maize)___healthy
Apple___healthy\ba04fd9d-8914-4513-bc3a-2b8c3998fe83___RS_HL 7256.JPG,Apple___healthy
Tomato___Spider_mites Two-spotted_spider_mite\f5cf6938-855e-479f-b909-a9bc12fcb76c___Com.G_SpM_FL 8733.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Spider_mites Two-spotted_spider_mite\ac1d7686-c250-47b4-a16d-046305b99d2a___Com.G_SpM_FL 8725.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Bacterial_spot\1ed14327-868e-43e3-a060-a3fb155494a9___GCREC_Bact.Sp 3082.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\bb796b60-61d8-457e-963f-3b3a7ecdd717___YLCV_GCREC 2159.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___healthy\a869710f-363f-45bd-b4fd-f8de0380f405___R.S_HL 8170 copy.jpg,Corn_(maize)___healthy
Apple___Cedar_apple_rust\6a858b72-4061-4fa1-a83d-04d83f83ad77___FREC_C.Rust 4281.JPG,Apple___Cedar_apple_rust
Tomato___Tomato_mosaic_virus\8a000704-8eda-40bd-b07d-d04634d4fe72___PSU_CG 2238.JPG,Tomato___Tomato_mosaic_virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8ba52e1d-35f7-498a-987d-9dea899538bf___YLCV_GCREC 2648.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Apple_scab\0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131.JPG,Apple___Apple_scab
Tomato___healthy\a6e38349-62a4-43e6-bf92-84bc17e6d8eb___GH_HL Leaf 485.1.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b00db472-11ed-444e-a2da-84775b902b3f___YLCV_NREC 2690.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\beaa693e-fa0d-4bde-943a-0a834f251301___RS_HL 0290.JPG,Tomato___healthy
Apple___healthy\49d18ffd-bfd4-435d-bffb-fe66ec0e3af6___RS_HL 5647.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f3182576-f0d3-4412-a4e1-45e143e360a0___UF.GRC_YLCV_Lab 02462.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\792ecc8d-f54b-440a-a518-05cae5904ba4___YLCV_GCREC 5475.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Early_blight\dda45973-b7a1-4080-93a2-bd7cd3e3026f___RS_Erly.B 8407.JPG,Tomato___Early_blight
Tomato___Early_blight\1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,Tomato___Early_blight
Tomato___Septoria_leaf_spot\9451437a-5608-4354-bc46-6762c3a87e7a___Matt.S_CG 7814.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7724052d-0e83-4dcf-9853-c05d5285dafe___YLCV_GCREC 5519.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\aaa394b2-f7d5-41a5-97eb-acc4068ef72d___RS_Early.B 9155.JPG,Potato___Early_blight
Corn_(maize)___healthy\422a3a81-fd1c-404e-bda9-2f177d5eb2ec___R.S_HL 7988 copy 2.jpg,Corn_(maize)___healthy
Tomato___Bacterial_spot\7236e643-bb0f-475e-8bb6-41981fc696f4___UF.GRC_BS_Lab Leaf 8747.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\3fd9d993-1ce7-4958-903a-ae99de1d5ad7___GCREC_Bact.Sp 5988.JPG,Tomato___Bacterial_spot
Tomato___healthy\068e324c-faf6-40d6-8f83-578907f1cac5___GH_HL Leaf 466.1.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8c2f9405-74e5-4412-aad4-43c97adecd72___YLCV_GCREC 2602.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\dd730e05-5196-46f4-9e7b-0c01a9fdaa1b___RS_LB 3321.JPG,Potato___Late_blight
Tomato___Bacterial_spot\c977dd39-0fe7-4370-a7db-58c62b386f22___GCREC_Bact.Sp 6089.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\45760f36-c7f6-4e07-aefa-b1ca27a4bc54___UF.GRC_YLCV_Lab 01862.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\39528564-9273-41d9-96d4-2170096eb649___Com.G_SpM_FL 8756.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Apple___healthy\130a93b4-92ca-4883-b003-37954a929dbf___RS_HL 7855.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e98e9e88-f0c9-4d56-b3ce-47e9129d2236___UF.GRC_YLCV_Lab 02594.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\94473aa8-8533-4c7c-8651-d3e4c63d7c9d___JR_Sept.L.S 8434.JPG,Tomato___Septoria_leaf_spot
Tomato___Bacterial_spot\5125393a-d835-478f-acf2-d40bfa421d5b___UF.GRC_BS_Lab Leaf 0458.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\681a274a-abbf-4498-bb37-02192cc336a9___Matt.S_CG 6333.JPG,Tomato___Septoria_leaf_spot
Apple___healthy\925d0f0f-08ae-4f20-a528-0f78bf27b9e7___RS_HL 8032.JPG,Apple___healthy
Apple___Black_rot\26c9d50e-7169-4241-951a-2334e2a513b3___JR_FrgE.S 8784.JPG,Apple___Black_rot
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6df99d74-ad7b-4ca2-84db-904099c7293c___RS_GLSp 4321.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c2dccdaf-9ab9-4489-9b06-22d49ed1e2fa___UF.GRC_YLCV_Lab 09354.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Northern_Leaf_Blight\43587b1b-344c-4034-9420-3875c4a1f13e___RS_NLB 4023 copy.jpg,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ba45d12-ae1a-4575-880a-b36ee69ec8e9___UF.GRC_YLCV_Lab 03382.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880.JPG,Potato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2d61698-7005-4449-a2ac-e0750f8d9615___YLCV_GCREC 2784.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\f935f26b-8e70-4694-b61b-0d6a8a60487e___UF.GRC_BS_Lab Leaf 8929.JPG,Tomato___Bacterial_spot
Potato___Early_blight\82a783e4-ba41-42af-96a8-ebc67abe905d___RS_Early.B 7439.JPG,Potato___Early_blight
Tomato___Target_Spot\b13c290b-1113-44a9-967b-5c1eeb280a42___Com.G_TgS_FL 8053.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a4fa8e27-a175-4459-9a39-3082870f1ae7___UF.GRC_YLCV_Lab 02307.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\5fe78bd1-bf00-4863-93b9-5dc3ca8fbba4___RS_Late.B 5444.JPG,Tomato___Late_blight
Tomato___Early_blight\0efaac13-1988-48db-aec3-f31df3045b95___RS_Erly.B 8342.JPG,Tomato___Early_blight
Corn_(maize)___Northern_Leaf_Blight\2b2f19f2-757c-47a0-a519-4cec0095a840___RS_NLB 3708.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___healthy\10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235.JPG,Tomato___healthy
Apple___healthy\39f64aba-4bf0-434c-9800-4a0b6bc324bd___RS_HL 7934.JPG,Apple___healthy
Tomato___healthy\76284899-9c5e-44bf-a160-02649418ec49___RS_HL 0077.JPG,Tomato___healthy
Tomato___Bacterial_spot\43f97b78-04ee-4092-a909-6fd9af60d1a6___GCREC_Bact.Sp 3330.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c5403580-cb8c-4440-87af-805598f8a1b0___YLCV_NREC 2119.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a67cb57b-396d-4719-9c3a-f02b23a8a4e3___UF.GRC_YLCV_Lab 03255.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\b190b148-9621-404b-a3a1-e697d2d40f42___Crnl_L.Mold 8656.JPG,Tomato___Leaf_Mold
Tomato___Bacterial_spot\85e5327e-52a9-43b4-bc9f-b6d0d8a7c386___GCREC_Bact.Sp 5595.JPG,Tomato___Bacterial_spot
Apple___Apple_scab\1b1004c8-99e9-4c85-8fe5-b1c11d558cf8___FREC_Scab 3300.JPG,Apple___Apple_scab
Tomato___Early_blight\6cd7bfa5-f336-4227-b8cf-3461dedc3b43___RS_Erly.B 7346.JPG,Tomato___Early_blight
Tomato___Late_blight\ebe561c5-4d97-4008-a998-a7c02ed6d3d3___GHLB2 Leaf 87.JPG,Tomato___Late_blight
Tomato___Tomato_mosaic_virus\006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330.JPG,Tomato___Tomato_mosaic_virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\641037eb-ab10-44eb-9ddb-7d3d8e363008___YLCV_NREC 2191.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\fdc1f5ed-66b5-4564-8957-055905b8a569___RS_Early.B 8244.JPG,Potato___Early_blight
Apple___healthy\5ceefac5-fa4f-4b5c-b270-3a945fc89ec0___RS_HL 6191.JPG,Apple___healthy
Tomato___Bacterial_spot\a0b883b2-3c90-41f0-a3fa-b47eac1f5812___UF.GRC_BS_Lab Leaf 9013.JPG,Tomato___Bacterial_spot
